"Harris_1788A.rtf" "Harris_1793.rtf" "placeholder"
"gulf" 0 0.0123540675767496 0
"gulph" 0.00796939751354798 0 0
"habit" 0.00398469875677399 0.00617703378837482 0
"hail" 0 0.0123540675767496 0
"happened" 0 0.0123540675767496 0
"happiest" 0 0.0123540675767496 0
"harmony" 0.00398469875677399 0.00617703378837482 0
"harris" 0.00398469875677399 0.00617703378837482 0
"haste" 0.00796939751354798 0 0
"haughty" 0.00398469875677399 0.00617703378837482 0
"haven" 0.00398469875677399 0.00617703378837482 0
"haviour" 0.00796939751354798 0 0
"hearted" 0.00796939751354798 0 0
"heath" 0.00796939751354798 0 0
"help" 0.00398469875677399 0.00617703378837482 0
"hibernian" 0.00398469875677399 0.00617703378837482 0
"histories" 0.00398469875677399 0.00617703378837482 0
"hn" 0.00796939751354798 0 0
"hop" 0.00398469875677399 0.00617703378837482 0
"horse" 0.00398469875677399 0.00617703378837482 0
"hounds" 0 0.0123540675767496 0
"houses" 0.00796939751354798 0 0
"hu-" 0.00796939751354798 0 0
"hug" 0.00796939751354798 0 0
"humid" 0.00796939751354798 0 0
"hunting" 0.00398469875677399 0.00617703378837482 0
"husband" 0.00796939751354798 0 0
"i^d" 0.00796939751354798 0 0
"ignorance" 0.00398469875677399 0.00617703378837482 0
"illiterate" 0 0.0123540675767496 0
"imaginable" 0 0.0123540675767496 0
"imagined" 0.00398469875677399 0.00617703378837482 0
"immaculate" 0.00398469875677399 0.00617703378837482 0
"immoderate" 0.00796939751354798 0 0
"improve" 0 0.0123540675767496 0
"improves" 0.00796939751354798 0 0
"incense" 0.00398469875677399 0.00617703378837482 0
"inches" 0.00796939751354798 0 0
"inclinable" 0.00398469875677399 0.00617703378837482 0
"incomparable" 0 0.0123540675767496 0
"increase" 0.00796939751354798 0 0
"indebted" 0 0.0123540675767496 0
"indecency" 0.00796939751354798 0 0
"indifference" 0 0.0123540675767496 0
"indulgence" 0 0.0123540675767496 0
"indulges" 0.00398469875677399 0.00617703378837482 0
"industry" 0.00398469875677399 0.00617703378837482 0
"inflict" 0.00398469875677399 0.00617703378837482 0
"initiated" 0.00398469875677399 0.00617703378837482 0
"injustice" 0.00398469875677399 0.00617703378837482 0
"inn" 0 0.0123540675767496 0
"insatiate" 0.00796939751354798 0 0
"insipid" 0.00796939751354798 0 0
"instance" 0 0.0123540675767496 0
"internal" 0.00796939751354798 0 0
"intolerable" 0.00796939751354798 0 0
"introduced" 0 0.0123540675767496 0
"invader" 0.00796939751354798 0 0
"inward" 0.00398469875677399 0.00617703378837482 0
"ireland" 0.00398469875677399 0.00617703378837482 0
"ish" 0.00398469875677399 0.00617703378837482 0
"italian" 0.00796939751354798 0 0
"italics" 0.00796939751354798 0 0
"ivy" 0.00398469875677399 0.00617703378837482 0
"jack" 0.00796939751354798 0 0
"janitor" 0.00398469875677399 0.00617703378837482 0
"je" 0.00796939751354798 0 0
"jenny" 0.00796939751354798 0 0
"jews" 0.00398469875677399 0.00617703378837482 0
"joined" 0.00398469875677399 0.00617703378837482 0
"joint" 0.00796939751354798 0 0
"jove" 0.00796939751354798 0 0
"jove^s" 0.00398469875677399 0.00617703378837482 0
"justice" 0 0.0123540675767496 0
"justly" 0.00796939751354798 0 0
"kalender" 0.00398469875677399 0.00617703378837482 0
"kelly^s" 0.00796939751354798 0 0
"kerning" 0.00398469875677399 0.00617703378837482 0
"killing" 0.00398469875677399 0.00617703378837482 0
"kindle" 0.00796939751354798 0 0
"king-" 0.00796939751354798 0 0
"lack" 0 0.0123540675767496 0
"lan-" 0.00796939751354798 0 0
"languish" 0.00398469875677399 0.00617703378837482 0
"lap" 0.00398469875677399 0.00617703378837482 0
"larger" 0.00398469875677399 0.00617703378837482 0
"lating" 0.00796939751354798 0 0
"laughs" 0.00398469875677399 0.00617703378837482 0
"lavishly" 0.00796939751354798 0 0
"lazy" 0 0.0123540675767496 0
"leads" 0.00398469875677399 0.00617703378837482 0
"learned" 0.00796939751354798 0 0
"leaves" 0.00796939751354798 0 0
"lent" 0.00398469875677399 0.00617703378837482 0
"letters" 0 0.0123540675767496 0
"lewdness" 0.00796939751354798 0 0
"lieu" 0 0.0123540675767496 0
"lightening" 0 0.0123540675767496 0
"liquor" 0.00398469875677399 0.00617703378837482 0
"lisle" 0.00796939751354798 0 0
"listened" 0 0.0123540675767496 0
"lists" 0.00398469875677399 0.00617703378837482 0
"locks" 0.00796939751354798 0 0
"longing" 0.00398469875677399 0.00617703378837482 0
"looked" 0 0.0123540675767496 0
"lord" 0.00796939751354798 0 0
"losing" 0 0.0123540675767496 0
"louisa" 0.00796939751354798 0 0
"lover^s" 0 0.0123540675767496 0
"lowest" 0.00398469875677399 0.00617703378837482 0
"luxuriant" 0.00398469875677399 0.00617703378837482 0
"luxurious" 0 0.0123540675767496 0
"m-ns-n" 0.00796939751354798 0 0
"mad" 0.00796939751354798 0 0
"madam" 0.00796939751354798 0 0
"maddening" 0.00796939751354798 0 0
"majestic" 0.00398469875677399 0.00617703378837482 0
"maker" 0.00796939751354798 0 0
"making" 0.00796939751354798 0 0
"manhood" 0.00398469875677399 0.00617703378837482 0
"mansion" 0.00796939751354798 0 0
"margaret-street" 0 0.0123540675767496 0
"margl" 0.00398469875677399 0.00617703378837482 0
"margr" 0.00398469875677399 0.00617703378837482 0
"marked" 0 0.0123540675767496 0
"marriage" 0.00398469875677399 0.00617703378837482 0
"martial" 0.00796939751354798 0 0
"mate" 0.00796939751354798 0 0
"maturity" 0.00796939751354798 0 0
"mbr" 0.00796939751354798 0 0
"meanness" 0.00398469875677399 0.00617703378837482 0
"melancholy" 0 0.0123540675767496 0
"mend" 0.00398469875677399 0.00617703378837482 0
"merchant" 0.00398469875677399 0.00617703378837482 0
"midst" 0.00398469875677399 0.00617703378837482 0
"mighty" 0 0.0123540675767496 0
"mild" 0.00796939751354798 0 0
"milky" 0.00796939751354798 0 0
"misfortune" 0.00398469875677399 0.00617703378837482 0
"mistake" 0.00796939751354798 0 0
"mistaken" 0.00796939751354798 0 0
"mistakes" 0.00398469875677399 0.00617703378837482 0
"mode" 0 0.0123540675767496 0
"moft" 0.00796939751354798 0 0
"moisture" 0.00796939751354798 0 0
"mossy" 0.00796939751354798 0 0
"motive" 0.00398469875677399 0.00617703378837482 0
"moulded" 0.00398469875677399 0.00617703378837482 0
"mounts" 0.00796939751354798 0 0
"mour" 0.00796939751354798 0 0
"moving" 0.00398469875677399 0.00617703378837482 0
"murmur" 0.00398469875677399 0.00617703378837482 0
"murmuring" 0.00796939751354798 0 0
"murmurs" 0.00398469875677399 0.00617703378837482 0
"musician" 0.00398469875677399 0.00617703378837482 0
"musick" 0.00796939751354798 0 0
"n^s" 0.00796939751354798 0 0
"names" 0.00796939751354798 0 0
"naturally" 0 0.0123540675767496 0
"nds" 0.00796939751354798 0 0
"neatly" 0.00398469875677399 0.00617703378837482 0
"nectar" 0.00796939751354798 0 0
"needless" 0.00398469875677399 0.00617703378837482 0
"neighbouring" 0.00796939751354798 0 0
"nerve" 0.00398469875677399 0.00617703378837482 0
"nes" 0.00796939751354798 0 0
"newly" 0.00398469875677399 0.00617703378837482 0
"ng" 0.00796939751354798 0 0
"ngb" 0.00796939751354798 0 0
"nicest" 0.00796939751354798 0 0
"nigh" 0.00398469875677399 0.00617703378837482 0
"nineteenth" 0.00796939751354798 0 0
"nl" 0.00796939751354798 0 0
"noah" 0.00398469875677399 0.00617703378837482 0
"nobleman" 0 0.0123540675767496 0
"nocturnal" 0.00796939751354798 0 0
"notes" 0.00796939751354798 0 0
"nsh" 0.00796939751354798 0 0
"nursery" 0 0.0123540675767496 0
"obey" 0.00398469875677399 0.00617703378837482 0
"obliging" 0.00398469875677399 0.00617703378837482 0
"occasions" 0.00398469875677399 0.00617703378837482 0
"occupies" 0 0.0123540675767496 0
"ocean" 0 0.0123540675767496 0
"offer" 0.00796939751354798 0 0
"officers" 0.00796939751354798 0 0
"opened" 0.00796939751354798 0 0
"opening" 0.00796939751354798 0 0
"orders" 0.00398469875677399 0.00617703378837482 0
"ornamented" 0.00796939751354798 0 0
"ou" 0.00796939751354798 0 0
"ous" 0.00796939751354798 0 0
"owner" 0.00796939751354798 0 0
"oxford-road" 0.00796939751354798 0 0
"pace" 0.00796939751354798 0 0
"paces" 0.00398469875677399 0.00617703378837482 0
"painted" 0.00796939751354798 0 0
"palate" 0.00796939751354798 0 0
"pany" 0.00796939751354798 0 0
"paps" 0.00796939751354798 0 0
"par" 0.00796939751354798 0 0
"pard" 0.00398469875677399 0.00617703378837482 0
"pardeftab" 0.00398469875677399 0.00617703378837482 0
"partake" 0.00796939751354798 0 0
"partightenfactor" 0.00398469875677399 0.00617703378837482 0
"parting" 0.00796939751354798 0 0
"passage" 0.00796939751354798 0 0
"passes" 0.00796939751354798 0 0
"passionately" 0 0.0123540675767496 0
"patience" 0.00796939751354798 0 0
"pearl" 0.00796939751354798 0 0
"pearls" 0.00796939751354798 0 0
"pects" 0.00796939751354798 0 0
"peculiarly" 0 0.0123540675767496 0
"pecuniary" 0 0.0123540675767496 0
"pen" 0.00398469875677399 0.00617703378837482 0
"pencil" 0.00398469875677399 0.00617703378837482 0
"per" 0.00398469875677399 0.00617703378837482 0
"pered" 0.00796939751354798 0 0
"perfumed" 0 0.0123540675767496 0
"permit" 0.00398469875677399 0.00617703378837482 0
"persuaded" 0 0.0123540675767496 0
"phoebe" 0.00796939751354798 0 0
"pine" 0.00398469875677399 0.00617703378837482 0
"pit-street" 0 0.0123540675767496 0
"pitted" 0.00398469875677399 0.00617703378837482 0
"plain" 0.00796939751354798 0 0
"planted" 0.00398469875677399 0.00617703378837482 0
"pleasantry" 0 0.0123540675767496 0
"pleasure^s" 0.00398469875677399 0.00617703378837482 0
"plenty" 0.00398469875677399 0.00617703378837482 0
"plexion" 0.00796939751354798 0 0
"plied" 0.00796939751354798 0 0
"plough" 0.00796939751354798 0 0
"plucked" 0.00398469875677399 0.00617703378837482 0
"plunge" 0.00398469875677399 0.00617703378837482 0
"plutus" 0.00796939751354798 0 0
"points" 0.00796939751354798 0 0
"politeness" 0.00398469875677399 0.00617703378837482 0
"portland" 0.00796939751354798 0 0
"position" 0.00796939751354798 0 0
"pow" 0.00398469875677399 0.00617703378837482 0
"practices" 0.00398469875677399 0.00617703378837482 0
"praise" 0 0.0123540675767496 0
"pre-" 0.00796939751354798 0 0
"precious" 0.00796939751354798 0 0
"prefent" 0.00796939751354798 0 0
"preference" 0.00398469875677399 0.00617703378837482 0
"prefers" 0.00796939751354798 0 0
"presses" 0.00796939751354798 0 0
"prevailed" 0.00398469875677399 0.00617703378837482 0
"prime" 0.00796939751354798 0 0
"prince" 0.00796939751354798 0 0
"princess-street" 0 0.0123540675767496 0
"printed" 0.00398469875677399 0.00617703378837482 0
"proceed" 0.00796939751354798 0 0
"proceeds" 0.00796939751354798 0 0
"procure" 0.00796939751354798 0 0
"productions" 0.00796939751354798 0 0
"professional" 0.00796939751354798 0 0
"promises" 0.00796939751354798 0 0
"prompted" 0.00398469875677399 0.00617703378837482 0
"propensity" 0 0.0123540675767496 0
"proportion" 0.00398469875677399 0.00617703378837482 0
"prostitution" 0 0.0123540675767496 0
"protection" 0.00796939751354798 0 0
"proud" 0.00398469875677399 0.00617703378837482 0
"provoke" 0.00398469875677399 0.00617703378837482 0
"puny" 0 0.0123540675767496 0
"pupil" 0 0.0123540675767496 0
"purlieus" 0.00796939751354798 0 0
"purpose" 0.00398469875677399 0.00617703378837482 0
"pursues" 0.00398469875677399 0.00617703378837482 0
"pursuit" 0 0.0123540675767496 0
"push^d" 0.00398469875677399 0.00617703378837482 0
"puts" 0.00398469875677399 0.00617703378837482 0
"putting" 0.00796939751354798 0 0
"qualifications" 0.00796939751354798 0 0
"qualified" 0.00398469875677399 0.00617703378837482 0
"quarter" 0 0.0123540675767496 0
"queen-ann-street" 0.00796939751354798 0 0
"quickly" 0.00796939751354798 0 0
"quitted" 0 0.0123540675767496 0
"quiver" 0.00398469875677399 0.00617703378837482 0
"rake" 0.00398469875677399 0.00617703378837482 0
"ranger" 0.00398469875677399 0.00617703378837482 0
"ranked" 0.00796939751354798 0 0
"rapturous" 0.00796939751354798 0 0
"rare" 0.00796939751354798 0 0
"rarely" 0.00796939751354798 0 0
"rathbone-place" 0.00398469875677399 0.00617703378837482 0
"rds" 0.00796939751354798 0 0
"re" 0.00796939751354798 0 0
"reared" 0.00796939751354798 0 0
"reasonable" 0 0.0123540675767496 0
"reasonably" 0 0.0123540675767496 0
"receiv^d" 0.00796939751354798 0 0
"recollecting" 0.00398469875677399 0.00617703378837482 0
"recourse" 0 0.0123540675767496 0
"reflect" 0.00398469875677399 0.00617703378837482 0
"reflections" 0.00398469875677399 0.00617703378837482 0
"regretted" 0.00796939751354798 0 0
"reign" 0.00398469875677399 0.00617703378837482 0
"reigning" 0.00796939751354798 0 0
"reigns" 0.00796939751354798 0 0
"religion" 0 0.0123540675767496 0
"remark" 0.00398469875677399 0.00617703378837482 0
"remark-" 0.00796939751354798 0 0
"removed" 0.00796939751354798 0 0
"repair" 0.00398469875677399 0.00617703378837482 0
"repays" 0.00398469875677399 0.00617703378837482 0
"report" 0 0.0123540675767496 0
"reported" 0 0.0123540675767496 0
"request" 0.00398469875677399 0.00617703378837482 0
"reserved" 0.00796939751354798 0 0
"resides" 0.00398469875677399 0.00617703378837482 0
"resisted" 0.00796939751354798 0 0
"resistless" 0.00796939751354798 0 0
"resolved" 0.00398469875677399 0.00617703378837482 0
"retailer" 0.00398469875677399 0.00617703378837482 0
"retire" 0.00398469875677399 0.00617703378837482 0
"retired" 0 0.0123540675767496 0
"retreat" 0.00398469875677399 0.00617703378837482 0
"reveal" 0 0.0123540675767496 0
"revenge" 0.00796939751354798 0 0
"review" 0.00398469875677399 0.00617703378837482 0
"rewards" 0.00398469875677399 0.00617703378837482 0
"rg" 0.00796939751354798 0 0
"ripened" 0.00398469875677399 0.00617703378837482 0
"rity" 0.00796939751354798 0 0
"river" 0.00796939751354798 0 0
"rome" 0.00796939751354798 0 0
"rouse" 0.00398469875677399 0.00617703378837482 0
"rove" 0.00398469875677399 0.00617703378837482 0
"rows" 0.00796939751354798 0 0
"rr" 0.00796939751354798 0 0
"rtf" 0.00398469875677399 0.00617703378837482 0
"rth" 0.00796939751354798 0 0
"ruined" 0.00398469875677399 0.00617703378837482 0
"rules" 0.00796939751354798 0 0
"rv" 0.00796939751354798 0 0
"saints" 0.00796939751354798 0 0
"sake" 0 0.0123540675767496 0
"salisbury-street" 0 0.0123540675767496 0
"salute" 0.00796939751354798 0 0
"sarah" 0.00796939751354798 0 0
"scandalous" 0 0.0123540675767496 0
"scene" 0.00796939751354798 0 0
"scotch" 0 0.0123540675767496 0
"search" 0.00398469875677399 0.00617703378837482 0
"seat" 0.00398469875677399 0.00617703378837482 0
"secret" 0.00398469875677399 0.00617703378837482 0
"secrets" 0.00398469875677399 0.00617703378837482 0
"security" 0.00796939751354798 0 0
"seed" 0.00796939751354798 0 0
"seeing" 0.00796939751354798 0 0
"seeking" 0.00398469875677399 0.00617703378837482 0
"seemed" 0.00398469875677399 0.00617703378837482 0
"sees" 0.00796939751354798 0 0
"seize" 0.00398469875677399 0.00617703378837482 0
"sensations" 0 0.0123540675767496 0
"sensualist" 0.00796939751354798 0 0
"separate" 0.00398469875677399 0.00617703378837482 0
"serve" 0.00398469875677399 0.00617703378837482 0
"sets" 0.00398469875677399 0.00617703378837482 0
"severe" 0.00398469875677399 0.00617703378837482 0
"severity" 0 0.0123540675767496 0
"shaded" 0.00796939751354798 0 0
"shameful" 0.00796939751354798 0 0
"sheath" 0.00796939751354798 0 0
"shield" 0.00796939751354798 0 0
"shilling" 0.00398469875677399 0.00617703378837482 0
"shines" 0.00398469875677399 0.00617703378837482 0
"shops" 0.00398469875677399 0.00617703378837482 0
"shower" 0.00796939751354798 0 0
"silence" 0.00398469875677399 0.00617703378837482 0
"silly" 0.00796939751354798 0 0
"sincere" 0.00796939751354798 0 0
"singular" 0.00398469875677399 0.00617703378837482 0
"sink" 0.00796939751354798 0 0
"sir" 0.00796939751354798 0 0
"sister" 0.00398469875677399 0.00617703378837482 0
"sisters" 0.00398469875677399 0.00617703378837482 0
"sixty" 0.00796939751354798 0 0
"slender" 0.00398469875677399 0.00617703378837482 0
"smell" 0.00796939751354798 0 0
"smiling" 0.00398469875677399 0.00617703378837482 0
"smooth" 0.00796939751354798 0 0
"sofa" 0.00398469875677399 0.00617703378837482 0
"sooty" 0.00796939751354798 0 0
"sophia" 0.00796939751354798 0 0
"sow" 0.00398469875677399 0.00617703378837482 0
"sp" 0.00796939751354798 0 0
"spare" 0.00796939751354798 0 0
"speech" 0.00398469875677399 0.00617703378837482 0
"spell" 0.00398469875677399 0.00617703378837482 0
"spirits" 0 0.0123540675767496 0
"spitefully-fond" 0 0.0123540675767496 0
"spoil" 0.00398469875677399 0.00617703378837482 0
"spoke" 0.00398469875677399 0.00617703378837482 0
"spoken" 0.00398469875677399 0.00617703378837482 0
"sprig" 0.00796939751354798 0 0
"spright-" 0.00796939751354798 0 0
"spunk" 0.00796939751354798 0 0
"squeeze" 0.00796939751354798 0 0
"stage" 0.00398469875677399 0.00617703378837482 0
"stamped" 0.00796939751354798 0 0
"standing" 0 0.0123540675767496 0
"stately" 0.00796939751354798 0 0
"station" 0 0.0123540675767496 0
"steal" 0.00796939751354798 0 0
"steer" 0.00796939751354798 0 0
"stifle" 0.00796939751354798 0 0
"stil^d" 0.00796939751354798 0 0
"stoop" 0.00796939751354798 0 0
"stream" 0.00796939751354798 0 0
"strict" 0.00796939751354798 0 0
"strictly" 0.00398469875677399 0.00617703378837482 0
"stroke" 0.00398469875677399 0.00617703378837482 0
"strongly" 0.00796939751354798 0 0
"studded" 0.00796939751354798 0 0
"subject" 0 0.0123540675767496 0
"substitute" 0 0.0123540675767496 0
"succeeding" 0 0.0123540675767496 0
"successful" 0.00398469875677399 0.00617703378837482 0
"suck" 0.00796939751354798 0 0
"suction" 0.00796939751354798 0 0
"sud-" 0.00796939751354798 0 0
"suffers" 0.00796939751354798 0 0
"suffi-" 0.00796939751354798 0 0
"summer^s" 0.00796939751354798 0 0
"supplied" 0.00398469875677399 0.00617703378837482 0
"supplies" 0.00398469875677399 0.00617703378837482 0
"surprised" 0.00398469875677399 0.00617703378837482 0
"suspect" 0.00398469875677399 0.00617703378837482 0
"swain" 0.00398469875677399 0.00617703378837482 0
"swear" 0 0.0123540675767496 0
"swears" 0.00398469875677399 0.00617703378837482 0
"sweeter" 0.00796939751354798 0 0
"swell" 0.00796939751354798 0 0
"tactics" 0.00398469875677399 0.00617703378837482 0
"tasted" 0.00398469875677399 0.00617703378837482 0
"tautology" 0.00796939751354798 0 0
"tea" 0.00398469875677399 0.00617703378837482 0
"tells" 0 0.0123540675767496 0
"tempered" 0.00796939751354798 0 0
"tempt" 0.00398469875677399 0.00617703378837482 0
"tenacious" 0.00398469875677399 0.00617703378837482 0
"tendrils" 0.00796939751354798 0 0
"tepid" 0.00398469875677399 0.00617703378837482 0
"ter" 0.00796939751354798 0 0
"terra" 0.00796939751354798 0 0
"terrible" 0 0.0123540675767496 0
"tete-a-tete" 0 0.0123540675767496 0
"thence" 0.00398469875677399 0.00617703378837482 0
"thinly" 0.00796939751354798 0 0
"third" 0.00398469875677399 0.00617703378837482 0
"thirst" 0.00796939751354798 0 0
"thirteen" 0 0.0123540675767496 0
"thomson^s" 0.00796939751354798 0 0
"thorough" 0 0.0123540675767496 0
"thoroughly" 0.00398469875677399 0.00617703378837482 0
"threats" 0.00398469875677399 0.00617703378837482 0
"thrills" 0.00398469875677399 0.00617703378837482 0
"thrown" 0 0.0123540675767496 0
"tk" 0.00796939751354798 0 0
"tl" 0.00796939751354798 0 0
"tle" 0.00398469875677399 0.00617703378837482 0
"toast" 0.00796939751354798 0 0
"toned" 0.00398469875677399 0.00617703378837482 0
"tooth" 0.00796939751354798 0 0
"tottenham" 0.00398469875677399 0.00617703378837482 0
"towns" 0 0.0123540675767496 0
"toy" 0.00796939751354798 0 0
"toys" 0 0.0123540675767496 0
"trace" 0.00796939751354798 0 0
"track" 0.00398469875677399 0.00617703378837482 0
"trades" 0.00796939751354798 0 0
"traveller" 0.00796939751354798 0 0
"trembling" 0.00398469875677399 0.00617703378837482 0
"tress" 0.00796939751354798 0 0
"trifle" 0.00398469875677399 0.00617703378837482 0
"trivial" 0.00796939751354798 0 0
"trod" 0.00796939751354798 0 0
"trou" 0.00796939751354798 0 0
"tures" 0.00796939751354798 0 0
"turk" 0.00398469875677399 0.00617703378837482 0
"turtles" 0.00796939751354798 0 0
"twentieth" 0.00796939751354798 0 0
"twenty-" 0.00398469875677399 0.00617703378837482 0
"twining" 0.00796939751354798 0 0
"ty" 0.00796939751354798 0 0
"understanding" 0.00398469875677399 0.00617703378837482 0
"une" 0.00796939751354798 0 0
"unerring" 0.00398469875677399 0.00617703378837482 0
"unfortunately" 0.00398469875677399 0.00617703378837482 0
"unfrequented" 0.00398469875677399 0.00617703378837482 0
"union" 0.00796939751354798 0 0
"union-street" 0.00796939751354798 0 0
"unite" 0.00796939751354798 0 0
"universal" 0.00398469875677399 0.00617703378837482 0
"universally" 0.00398469875677399 0.00617703378837482 0
"unsatiated" 0.00796939751354798 0 0
"unseen" 0.00796939751354798 0 0
"untainted" 0.00398469875677399 0.00617703378837482 0
"untutor^d" 0.00796939751354798 0 0
"untutored" 0.00796939751354798 0 0
"upwards" 0.00796939751354798 0 0
"urge" 0.00796939751354798 0 0
"uses" 0.00796939751354798 0 0
"usual" 0.00398469875677399 0.00617703378837482 0
"vanquished" 0.00796939751354798 0 0
"veil" 0.00796939751354798 0 0
"velvet" 0.00398469875677399 0.00617703378837482 0
"venereal" 0.00398469875677399 0.00617703378837482 0
"vent" 0.00796939751354798 0 0
"verifies" 0.00796939751354798 0 0
"vices" 0.00398469875677399 0.00617703378837482 0
"vie" 0.00398469875677399 0.00617703378837482 0
"viewh" 0.00398469875677399 0.00617703378837482 0
"viewkind" 0.00398469875677399 0.00617703378837482 0
"vieww" 0.00398469875677399 0.00617703378837482 0
"virago" 0.00796939751354798 0 0
"visiting" 0 0.0123540675767496 0
"vital" 0.00796939751354798 0 0
"vivid" 0.00398469875677399 0.00617703378837482 0
"vogue" 0.00398469875677399 0.00617703378837482 0
"volunteer" 0.00796939751354798 0 0
"voluptuary" 0.00796939751354798 0 0
"vourite" 0.00796939751354798 0 0
"vous" 0.00796939751354798 0 0
"wait" 0.00796939751354798 0 0
"waits" 0.00796939751354798 0 0
"walks" 0.00398469875677399 0.00617703378837482 0
"wandering" 0.00398469875677399 0.00617703378837482 0
"wane" 0.00796939751354798 0 0
"wantonness" 0.00398469875677399 0.00617703378837482 0
"wars" 0.00796939751354798 0 0
"washes" 0.00398469875677399 0.00617703378837482 0
"wasted" 0.00796939751354798 0 0
"wearing" 0.00398469875677399 0.00617703378837482 0
"weight" 0.00796939751354798 0 0
"wells-" 0.00796939751354798 0 0
"wells-street" 0.00398469875677399 0.00617703378837482 0
"wench" 0.00398469875677399 0.00617703378837482 0
"whenever" 0 0.0123540675767496 0
"whim" 0.00398469875677399 0.00617703378837482 0
"whipped" 0 0.0123540675767496 0
"whisper^d" 0.00398469875677399 0.00617703378837482 0
"wild" 0.00398469875677399 0.00617703378837482 0
"wind" 0.00398469875677399 0.00617703378837482 0
"window" 0.00398469875677399 0.00617703378837482 0
"winter^s" 0.00796939751354798 0 0
"with-" 0.00796939751354798 0 0
"wnsd" 0.00796939751354798 0 0
"wond" 0.00796939751354798 0 0
"wondered" 0.00398469875677399 0.00617703378837482 0
"worn" 0.00398469875677399 0.00617703378837482 0
"yard" 0.00796939751354798 0 0
"yielded" 0.00796939751354798 0 0
"z" 0.00796939751354798 0 0
"zenith" 0.00796939751354798 0 0
"-it" 0.00398469875677399 0 0
"-lilting" 0.00398469875677399 0 0
"a-tete" 0 0.00617703378837482 0
"abate" 0.00398469875677399 0 0
"abated" 0.00398469875677399 0 0
"abatement" 0.00398469875677399 0 0
"abbing" 0 0.00617703378837482 0
"ablutions" 0.00398469875677399 0 0
"abode" 0.00398469875677399 0 0
"abominably" 0.00398469875677399 0 0
"abondance" 0.00398469875677399 0 0
"abounding" 0.00398469875677399 0 0
"absent" 0.00398469875677399 0 0
"absolute" 0 0.00617703378837482 0
"absterged" 0.00398469875677399 0 0
"absurd" 0 0.00617703378837482 0
"absurdities" 0 0.00617703378837482 0
"abundance" 0.00398469875677399 0 0
"abundantly" 0 0.00617703378837482 0
"abused" 0.00398469875677399 0 0
"aca" 0.00398469875677399 0 0
"acceptable" 0 0.00617703378837482 0
"access" 0 0.00617703378837482 0
"accidental" 0 0.00617703378837482 0
"accommodation" 0 0.00617703378837482 0
"accompanied" 0 0.00617703378837482 0
"accompany" 0 0.00617703378837482 0
"accompanying" 0.00398469875677399 0 0
"accomplishment" 0.00398469875677399 0 0
"accordingly" 0 0.00617703378837482 0
"accosting" 0.00398469875677399 0 0
"accounted" 0 0.00617703378837482 0
"accurately" 0.00398469875677399 0 0
"accus-" 0.00398469875677399 0 0
"accustom^d" 0.00398469875677399 0 0
"acquain-" 0.00398469875677399 0 0
"acquaint" 0 0.00617703378837482 0
"acquaintances" 0 0.00617703378837482 0
"acquiescing" 0 0.00617703378837482 0
"action-" 0.00398469875677399 0 0
"actors" 0 0.00617703378837482 0
"actual" 0 0.00617703378837482 0
"actually" 0.00398469875677399 0 0
"actuated" 0.00398469875677399 0 0
"ad" 0 0.00617703378837482 0
"adage" 0 0.00617703378837482 0
"adam^s" 0.00398469875677399 0 0
"added" 0 0.00617703378837482 0
"additional" 0.00398469875677399 0 0
"address" 0 0.00617703378837482 0
"addresses" 0 0.00617703378837482 0
"adelphi" 0.00398469875677399 0 0
"adept" 0.00398469875677399 0 0
"adepts" 0.00398469875677399 0 0
"adequate" 0 0.00617703378837482 0
"adhere" 0 0.00617703378837482 0
"adieu" 0.00398469875677399 0 0
"adjacent" 0 0.00617703378837482 0
"administers" 0 0.00617703378837482 0
"admirable" 0.00398469875677399 0 0
"admirably" 0.00398469875677399 0 0
"admires" 0 0.00617703378837482 0
"adonis" 0.00398469875677399 0 0
"adorable" 0 0.00617703378837482 0
"adorn" 0.00398469875677399 0 0
"ads" 0 0.00617703378837482 0
"adulterate" 0 0.00617703378837482 0
"advanced" 0.00398469875677399 0 0
"advantageous" 0 0.00617703378837482 0
"adventure" 0 0.00617703378837482 0
"advocate" 0 0.00617703378837482 0
"aera" 0.00398469875677399 0 0
"af-" 0.00398469875677399 0 0
"affair" 0 0.00617703378837482 0
"affection" 0 0.00617703378837482 0
"affections" 0 0.00617703378837482 0
"affront" 0.00398469875677399 0 0
"african" 0.00398469875677399 0 0
"afterwards" 0 0.00617703378837482 0
"aggravate" 0 0.00617703378837482 0
"agility" 0.00398469875677399 0 0
"agitated" 0 0.00617703378837482 0
"agree" 0.00398469875677399 0 0
"agree-" 0.00398469875677399 0 0
"agreeableness" 0 0.00617703378837482 0
"agreements" 0 0.00617703378837482 0
"aims" 0.00398469875677399 0 0
"alarms" 0.00398469875677399 0 0
"alas" 0 0.00617703378837482 0
"alias" 0 0.00617703378837482 0
"alive" 0 0.00617703378837482 0
"alliance" 0 0.00617703378837482 0
"allowance" 0 0.00617703378837482 0
"almoft" 0.00398469875677399 0 0
"aloud" 0.00398469875677399 0 0
"alpian" 0.00398469875677399 0 0
"alternative" 0 0.00617703378837482 0
"altogether" 0 0.00617703378837482 0
"am-" 0.00398469875677399 0 0
"amateur" 0 0.00617703378837482 0
"ambassador" 0.00398469875677399 0 0
"ambrosial" 0.00398469875677399 0 0
"ambush" 0.00398469875677399 0 0
"amending" 0 0.00617703378837482 0
